eid_1|1|-89|-90|-179|-180
eid_1|2|-89|-90|-178|-179
eid_1|3|-89|-90|-177|-178
eid_1|4|-89|-90|-176|-177
eid_1|5|-89|-90|-175|-176
eid_1|6|-89|-90|-174|-175
eid_1|7|-89|-90|-173|-174
eid_1|8|-89|-90|-172|-173
eid_1|9|-89|-90|-171|-172
eid_1|10|-89|-90|-170|-171
eid_1|361|-88|-89|-179|-180
eid_1|362|-88|-89|-178|-179
eid_1|363|-88|-89|-177|-178
eid_1|364|-88|-89|-176|-177
eid_1|365|-88|-89|-175|-176
eid_1|366|-88|-89|-174|-175
eid_1|367|-88|-89|-173|-174
eid_1|368|-88|-89|-172|-173
eid_1|369|-88|-89|-171|-172
eid_1|370|-88|-89|-170|-171
eid_1|721|-87|-88|-179|-180
eid_1|722|-87|-88|-178|-179
eid_1|723|-87|-88|-177|-178
eid_1|724|-87|-88|-176|-177
eid_1|725|-87|-88|-175|-176
eid_1|726|-87|-88|-174|-175
eid_1|727|-87|-88|-173|-174
eid_1|728|-87|-88|-172|-173
eid_1|729|-87|-88|-171|-172
eid_1|730|-87|-88|-170|-171
eid_1|1081|-86|-87|-179|-180
eid_1|1082|-86|-87|-178|-179
eid_1|1083|-86|-87|-177|-178
eid_1|1084|-86|-87|-176|-177
eid_1|1085|-86|-87|-175|-176
eid_1|1086|-86|-87|-174|-175
eid_1|1087|-86|-87|-173|-174
eid_1|1088|-86|-87|-172|-173
eid_1|1089|-86|-87|-171|-172
eid_1|1090|-86|-87|-170|-171
eid_1|1441|-85|-86|-179|-180
eid_1|1442|-85|-86|-178|-179
eid_1|1443|-85|-86|-177|-178
eid_1|1444|-85|-86|-176|-177
eid_1|1445|-85|-86|-175|-176
eid_1|1446|-85|-86|-174|-175
eid_1|1447|-85|-86|-173|-174
eid_1|1448|-85|-86|-172|-173
eid_1|1449|-85|-86|-171|-172
eid_1|1450|-85|-86|-170|-171
eid_1|1801|-84|-85|-179|-180
eid_1|1802|-84|-85|-178|-179
eid_1|1803|-84|-85|-177|-178
eid_1|1804|-84|-85|-176|-177
eid_1|1805|-84|-85|-175|-176
eid_1|1806|-84|-85|-174|-175
eid_1|1807|-84|-85|-173|-174
eid_1|1808|-84|-85|-172|-173
eid_1|1809|-84|-85|-171|-172
eid_1|1810|-84|-85|-170|-171
eid_1|2161|-83|-84|-179|-180
eid_1|2162|-83|-84|-178|-179
eid_1|2163|-83|-84|-177|-178
eid_1|2164|-83|-84|-176|-177
eid_1|2165|-83|-84|-175|-176
eid_1|2166|-83|-84|-174|-175
eid_1|2167|-83|-84|-173|-174
eid_1|2168|-83|-84|-172|-173
eid_1|2169|-83|-84|-171|-172
eid_1|2170|-83|-84|-170|-171
eid_1|2521|-82|-83|-179|-180
eid_1|2522|-82|-83|-178|-179
eid_1|2523|-82|-83|-177|-178
eid_1|2524|-82|-83|-176|-177
eid_1|2525|-82|-83|-175|-176
eid_1|2526|-82|-83|-174|-175
eid_1|2527|-82|-83|-173|-174
eid_1|2528|-82|-83|-172|-173
eid_1|2529|-82|-83|-171|-172
eid_1|2530|-82|-83|-170|-171
eid_1|2881|-81|-82|-179|-180
eid_1|2882|-81|-82|-178|-179
eid_1|2883|-81|-82|-177|-178
eid_1|2884|-81|-82|-176|-177
eid_1|2885|-81|-82|-175|-176
eid_1|2886|-81|-82|-174|-175
eid_1|2887|-81|-82|-173|-174
eid_1|2888|-81|-82|-172|-173
eid_1|2889|-81|-82|-171|-172
eid_1|2890|-81|-82|-170|-171
eid_1|3241|-80|-81|-179|-180
eid_1|3242|-80|-81|-178|-179
eid_1|3243|-80|-81|-177|-178
eid_1|3244|-80|-81|-176|-177
eid_1|3245|-80|-81|-175|-176
eid_1|3246|-80|-81|-174|-175
eid_1|3247|-80|-81|-173|-174
eid_1|3248|-80|-81|-172|-173
eid_1|3249|-80|-81|-171|-172
eid_1|3250|-80|-81|-170|-171
eid_10|91|-89|-90|-89|-90
eid_10|92|-89|-90|-88|-89
eid_10|93|-89|-90|-87|-88
eid_10|94|-89|-90|-86|-87
eid_10|95|-89|-90|-85|-86
eid_10|96|-89|-90|-84|-85
eid_10|97|-89|-90|-83|-84
eid_10|98|-89|-90|-82|-83
eid_10|99|-89|-90|-81|-82
eid_10|100|-89|-90|-80|-81
eid_10|451|-88|-89|-89|-90
eid_10|452|-88|-89|-88|-89
eid_10|453|-88|-89|-87|-88
eid_10|454|-88|-89|-86|-87
eid_10|455|-88|-89|-85|-86
eid_10|456|-88|-89|-84|-85
eid_10|457|-88|-89|-83|-84
eid_10|458|-88|-89|-82|-83
eid_10|459|-88|-89|-81|-82
eid_10|460|-88|-89|-80|-81
eid_10|811|-87|-88|-89|-90
eid_10|812|-87|-88|-88|-89
eid_10|813|-87|-88|-87|-88
eid_10|814|-87|-88|-86|-87
eid_10|815|-87|-88|-85|-86
eid_10|816|-87|-88|-84|-85
eid_10|817|-87|-88|-83|-84
eid_10|818|-87|-88|-82|-83
eid_10|819|-87|-88|-81|-82
eid_10|820|-87|-88|-80|-81
eid_10|1171|-86|-87|-89|-90
eid_10|1172|-86|-87|-88|-89
eid_10|1173|-86|-87|-87|-88
eid_10|1174|-86|-87|-86|-87
eid_10|1175|-86|-87|-85|-86
eid_10|1176|-86|-87|-84|-85
eid_10|1177|-86|-87|-83|-84
eid_10|1178|-86|-87|-82|-83
eid_10|1179|-86|-87|-81|-82
eid_10|1180|-86|-87|-80|-81
eid_10|1531|-85|-86|-89|-90
eid_10|1532|-85|-86|-88|-89
eid_10|1533|-85|-86|-87|-88
eid_10|1534|-85|-86|-86|-87
eid_10|1535|-85|-86|-85|-86
eid_10|1536|-85|-86|-84|-85
eid_10|1537|-85|-86|-83|-84
eid_10|1538|-85|-86|-82|-83
eid_10|1539|-85|-86|-81|-82
eid_10|1540|-85|-86|-80|-81
eid_10|1891|-84|-85|-89|-90
eid_10|1892|-84|-85|-88|-89
eid_10|1893|-84|-85|-87|-88
eid_10|1894|-84|-85|-86|-87
eid_10|1895|-84|-85|-85|-86
eid_10|1896|-84|-85|-84|-85
eid_10|1897|-84|-85|-83|-84
eid_10|1898|-84|-85|-82|-83
eid_10|1899|-84|-85|-81|-82
eid_10|1900|-84|-85|-80|-81
eid_10|2251|-83|-84|-89|-90
eid_10|2252|-83|-84|-88|-89
eid_10|2253|-83|-84|-87|-88
eid_10|2254|-83|-84|-86|-87
eid_10|2255|-83|-84|-85|-86
eid_10|2256|-83|-84|-84|-85
eid_10|2257|-83|-84|-83|-84
eid_10|2258|-83|-84|-82|-83
eid_10|2259|-83|-84|-81|-82
eid_10|2260|-83|-84|-80|-81
eid_10|2611|-82|-83|-89|-90
eid_10|2612|-82|-83|-88|-89
eid_10|2613|-82|-83|-87|-88
eid_10|2614|-82|-83|-86|-87
eid_10|2615|-82|-83|-85|-86
eid_10|2616|-82|-83|-84|-85
eid_10|2617|-82|-83|-83|-84
eid_10|2618|-82|-83|-82|-83
eid_10|2619|-82|-83|-81|-82
eid_10|2620|-82|-83|-80|-81
eid_10|2971|-81|-82|-89|-90
eid_10|2972|-81|-82|-88|-89
eid_10|2973|-81|-82|-87|-88
eid_10|2974|-81|-82|-86|-87
eid_10|2975|-81|-82|-85|-86
eid_10|2976|-81|-82|-84|-85
eid_10|2977|-81|-82|-83|-84
eid_10|2978|-81|-82|-82|-83
eid_10|2979|-81|-82|-81|-82
eid_10|2980|-81|-82|-80|-81
eid_10|3331|-80|-81|-89|-90
eid_10|3332|-80|-81|-88|-89
eid_10|3333|-80|-81|-87|-88
eid_10|3334|-80|-81|-86|-87
eid_10|3335|-80|-81|-85|-86
eid_10|3336|-80|-81|-84|-85
eid_10|3337|-80|-81|-83|-84
eid_10|3338|-80|-81|-82|-83
eid_10|3339|-80|-81|-81|-82
eid_10|3340|-80|-81|-80|-81
eid_100|7471|-69|-70|91|90
eid_100|7472|-69|-70|92|91
eid_100|7473|-69|-70|93|92
eid_100|7474|-69|-70|94|93
eid_100|7475|-69|-70|95|94
eid_100|7476|-69|-70|96|95
eid_100|7477|-69|-70|97|96
eid_100|7478|-69|-70|98|97
eid_100|7479|-69|-70|99|98
eid_100|7480|-69|-70|100|99
eid_100|7831|-68|-69|91|90
eid_100|7832|-68|-69|92|91
eid_100|7833|-68|-69|93|92
eid_100|7834|-68|-69|94|93
eid_100|7835|-68|-69|95|94
eid_100|7836|-68|-69|96|95
eid_100|7837|-68|-69|97|96
eid_100|7838|-68|-69|98|97
eid_100|7839|-68|-69|99|98
eid_100|7840|-68|-69|100|99
eid_100|8191|-67|-68|91|90
eid_100|8192|-67|-68|92|91
eid_100|8193|-67|-68|93|92
eid_100|8194|-67|-68|94|93
eid_100|8195|-67|-68|95|94
eid_100|8196|-67|-68|96|95
eid_100|8197|-67|-68|97|96
eid_100|8198|-67|-68|98|97
eid_100|8199|-67|-68|99|98
eid_100|8200|-67|-68|100|99
eid_100|8551|-66|-67|91|90
eid_100|8552|-66|-67|92|91
eid_100|8553|-66|-67|93|92
eid_100|8554|-66|-67|94|93
eid_100|8555|-66|-67|95|94
eid_100|8556|-66|-67|96|95
eid_100|8557|-66|-67|97|96
eid_100|8558|-66|-67|98|97
eid_100|8559|-66|-67|99|98
eid_100|8560|-66|-67|100|99
eid_100|8911|-65|-66|91|90
eid_100|8912|-65|-66|92|91
eid_100|8913|-65|-66|93|92
eid_100|8914|-65|-66|94|93
eid_100|8915|-65|-66|95|94
eid_100|8916|-65|-66|96|95
eid_100|8917|-65|-66|97|96
eid_100|8918|-65|-66|98|97
eid_100|8919|-65|-66|99|98
eid_100|8920|-65|-66|100|99
eid_100|9271|-64|-65|91|90
eid_100|9272|-64|-65|92|91
eid_100|9273|-64|-65|93|92
eid_100|9274|-64|-65|94|93
eid_100|9275|-64|-65|95|94
eid_100|9276|-64|-65|96|95
eid_100|9277|-64|-65|97|96
eid_100|9278|-64|-65|98|97
eid_100|9279|-64|-65|99|98
eid_100|9280|-64|-65|100|99
eid_100|9631|-63|-64|91|90
eid_100|9632|-63|-64|92|91
eid_100|9633|-63|-64|93|92
eid_100|9634|-63|-64|94|93
eid_100|9635|-63|-64|95|94
eid_100|9636|-63|-64|96|95
eid_100|9637|-63|-64|97|96
eid_100|9638|-63|-64|98|97
eid_100|9639|-63|-64|99|98
eid_100|9640|-63|-64|100|99
eid_100|9991|-62|-63|91|90
eid_100|9992|-62|-63|92|91
eid_100|9993|-62|-63|93|92
eid_100|9994|-62|-63|94|93
eid_100|9995|-62|-63|95|94
eid_100|9996|-62|-63|96|95
eid_100|9997|-62|-63|97|96
eid_100|9998|-62|-63|98|97
eid_100|9999|-62|-63|99|98
eid_100|10000|-62|-63|100|99
eid_100|10351|-61|-62|91|90
eid_100|10352|-61|-62|92|91
eid_100|10353|-61|-62|93|92
eid_100|10354|-61|-62|94|93
eid_100|10355|-61|-62|95|94
eid_100|10356|-61|-62|96|95
eid_100|10357|-61|-62|97|96
eid_100|10358|-61|-62|98|97
eid_100|10359|-61|-62|99|98
eid_100|10360|-61|-62|100|99
eid_100|10711|-60|-61|91|90
eid_100|10712|-60|-61|92|91
eid_100|10713|-60|-61|93|92
eid_100|10714|-60|-61|94|93
eid_100|10715|-60|-61|95|94
eid_100|10716|-60|-61|96|95
eid_100|10717|-60|-61|97|96
eid_100|10718|-60|-61|98|97
